transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,qtypurchased,saletime
925,5/4/2025,1084,2071,404,2.0,492.13,5,morning
926,5/4/2025,1183,2057,401,0.0,873.96,2,evening
927,5/4/2025,1194,2084,402,0.0,563.7,1,afternoon
928,5/4/2025,1087,2045,403,2.0,499.42,3,morning
930,5/4/2025,1126,2017,404,0.0,927.4,5,afternoon
933,5/4/2025,1005,2024,403,0.0,621.35,3,evening
935,5/4/2025,1197,2057,404,1.0,1179.85,5,morning
936,5/4/2025,1127,2000,401,3.0,969.31,2,evening
937,5/4/2025,1149,2061,402,1.0,359.86,1,afternoon
940,5/4/2025,1107,2077,402,2.0,898.93,5,afternoon
944,5/4/2025,1051,2026,403,2.0,338.5,4,afternoon
945,5/4/2025,1172,2016,402,2.0,516.83,5,morning
947,5/4/2025,1149,2073,404,2.0,799.09,1,afternoon
948,5/4/2025,1108,2001,401,0.0,412.35,3,morning
949,5/4/2025,1097,2018,401,0.0,1084.52,4,evening
952,5/4/2025,1176,2037,402,0.0,720.28,1,morning
953,5/4/2025,1091,2057,401,1.0,786.56,3,evening
955,5/4/2025,1130,2089,403,0.0,413.52,5,morning
960,5/4/2025,1198,2092,402,2.0,771.54,5,afternoon
962,5/4/2025,1044,2094,401,3.0,493.35,1,morning
963,5/4/2025,1010,2054,403,2.0,720.41,3,evening
964,5/4/2025,1033,2020,403,0.0,751.66,4,afternoon
969,5/4/2025,1047,2066,401,1.0,464.45,4,evening
970,5/4/2025,1106,2069,404,0.0,464.78,5,afternoon
973,5/4/2025,1192,2079,404,0.0,950.54,3,evening
974,5/4/2025,1029,2085,403,3.0,726.45,4,afternoon
975,5/4/2025,1061,2082,402,0.0,533.2,5,morning
976,5/4/2025,1174,2041,404,0.0,804.21,2,evening
979,5/4/2025,1124,2005,403,1.0,1157.71,4,evening
980,5/4/2025,1082,2065,401,0.0,1411.02,5,afternoon
982,5/4/2025,1053,2085,402,3.0,726.45,1,morning
983,5/4/2025,1026,2026,404,0.0,423.12,3,evening
984,5/4/2025,1191,2087,402,0.0,477.96,4,afternoon
987,5/4/2025,1064,2071,401,1.0,1107.29,1,afternoon
989,5/4/2025,1161,2051,404,2.0,375.42,4,evening
990,5/4/2025,1004,2049,401,0.0,939.84,5,afternoon
993,5/4/2025,1074,2087,403,0.0,477.96,3,evening
994,5/4/2025,1072,2097,404,3.0,842.1,4,afternoon
995,5/4/2025,1101,2084,401,3.0,1127.4,5,morning
997,5/4/2025,1191,2050,403,1.0,504.31,1,afternoon
999,5/4/2025,1141,2071,402,0.0,1230.32,4,evening
1001,5/4/2025,1078,2026,403,1.0,761.62,2,morning
1003,5/4/2025,1047,2028,403,1.0,1148.29,3,evening
1007,5/4/2025,1050,2092,404,2.0,771.54,1,afternoon
1008,5/4/2025,1091,2016,402,0.0,1292.08,5,morning
1009,5/4/2025,1072,2079,401,1.0,855.49,2,evening
1010,5/4/2025,1081,2062,404,2.0,495.49,4,afternoon
1012,5/4/2025,1144,2072,403,2.0,672.48,3,morning
1013,5/4/2025,1109,2021,401,2.0,668.33,2,evening
1014,5/4/2025,1063,2028,404,2.0,510.35,5,afternoon
1016,5/4/2025,1118,2057,403,2.0,699.17,2,evening
1018,5/4/2025,1165,2077,401,2.0,449.46,3,morning
1021,5/4/2025,1004,2064,401,3.0,882.12,2,morning
1024,5/4/2025,1093,2050,402,2.0,448.27,4,afternoon
1025,5/4/2025,1034,2059,401,3.0,1536.15,5,morning
1026,5/4/2025,1093,2064,401,1.0,793.91,2,evening
1028,5/4/2025,1114,2020,402,1.0,676.49,3,morning
1030,5/4/2025,1010,2028,404,1.0,1148.29,5,afternoon
1032,5/4/2025,1010,2085,402,2.0,387.44,1,morning
1034,5/4/2025,1010,2083,403,0.0,768.16,4,evening
1035,5/4/2025,1180,2066,403,2.0,1238.54,5,afternoon
1036,5/4/2025,1148,2069,402,3.0,697.17,2,morning
1037,5/4/2025,1167,2048,403,0.0,1072.89,1,evening
1038,5/4/2025,1132,2032,404,1.0,851.04,3,afternoon
1041,5/4/2025,1112,2021,402,0.0,835.41,2,evening
1045,5/4/2025,1106,2042,401,3.0,1173.27,5,afternoon
1046,5/4/2025,1172,2061,404,1.0,719.71,2,morning
1047,5/4/2025,1151,2020,404,0.0,1127.49,1,evening
1048,5/4/2025,1062,2005,402,1.0,385.9,3,afternoon
1050,5/4/2025,1014,2021,403,1.0,1503.74,5,morning
1052,5/4/2025,1021,2027,404,3.0,775.83,1,afternoon
1054,5/4/2025,1153,2018,402,2.0,867.62,4,evening
1055,5/4/2025,1042,2092,403,3.0,1446.63,5,afternoon
1057,5/4/2025,1096,2049,402,0.0,939.84,1,evening
1059,5/4/2025,1155,2012,402,3.0,623.19,4,morning
1062,5/4/2025,1198,2086,404,3.0,894.1,1,afternoon
1063,5/4/2025,1094,2005,404,1.0,771.8,3,morning
1067,5/4/2025,1021,2036,404,2.0,348.77,1,evening
1069,5/4/2025,1133,2000,404,1.0,872.38,4,morning
1071,5/4/2025,1027,2019,404,2.0,747.14,2,evening
1075,5/4/2025,1094,2071,404,2.0,984.26,5,afternoon
1076,5/4/2025,1078,2073,403,3.0,499.43,2,morning
1077,5/4/2025,1188,2017,401,1.0,417.33,1,evening
1078,5/4/2025,1114,2089,402,0.0,827.04,3,afternoon
1079,5/4/2025,1054,2065,404,2.0,376.27,4,morning
1081,5/4/2025,1099,2081,401,0.0,1492.44,2,evening
1082,5/4/2025,1037,2060,404,0.0,1225.14,1,afternoon
1084,5/4/2025,1020,2077,401,3.0,561.83,4,evening
1086,5/4/2025,1198,2022,404,3.0,671.18,2,morning
1087,5/4/2025,1002,2025,403,1.0,503.32,1,evening
1088,5/4/2025,1008,2076,402,1.0,1450.93,3,afternoon
1089,5/4/2025,1172,2004,403,1.0,834.52,4,morning
1090,5/4/2025,1167,2000,402,0.0,969.31,5,morning
1091,5/4/2025,1070,2099,404,2.0,1551.17,2,evening
1094,5/4/2025,1140,2036,403,2.0,348.77,4,evening
1100,5/4/2025,1096,2072,404,1.0,378.27,5,morning
1102,5/4/2025,1150,2003,404,0.0,1155.54,1,afternoon
1105,5/4/2025,1105,2045,401,2.0,499.42,5,afternoon
1106,5/4/2025,1063,2036,401,3.0,653.94,2,morning
1107,5/4/2025,1172,2095,403,0.0,981.58,1,evening
1109,5/4/2025,1090,2027,403,1.0,698.25,4,morning
1110,5/4/2025,1191,2087,402,3.0,955.92,5,morning
1112,5/4/2025,1067,2026,402,1.0,380.81,1,afternoon
1116,5/4/2025,1195,2069,401,3.0,697.17,2,morning
1117,5/4/2025,1095,2079,403,3.0,950.54,1,evening
1118,5/4/2025,1147,2035,404,1.0,809.99,3,afternoon
1119,5/4/2025,1195,2065,403,3.0,1411.02,4,morning
1122,5/4/2025,1128,2044,404,1.0,373.64,1,afternoon
1124,5/4/2025,1176,2001,401,1.0,371.12,4,evening
1125,5/4/2025,1097,2074,401,2.0,527.6,5,afternoon
1126,5/4/2025,1092,2078,403,1.0,383.43,2,morning
1127,5/4/2025,1140,2033,402,2.0,1338.0,1,evening
1130,5/4/2025,1107,2089,403,2.0,330.82,5,morning
1133,5/4/2025,1184,2034,402,3.0,680.85,3,morning
1134,5/4/2025,1097,2025,402,1.0,1258.29,4,evening
1139,5/4/2025,1055,2032,404,0.0,945.6,4,morning
1142,5/4/2025,1005,2052,401,2.0,1170.02,1,afternoon
1143,5/4/2025,1173,2077,402,1.0,1516.94,3,morning
1144,5/4/2025,1199,2036,403,2.0,871.92,4,evening
1146,5/4/2025,1020,2048,403,3.0,1072.89,2,morning
1147,5/4/2025,1161,2018,402,2.0,1301.42,1,evening
1149,5/4/2025,1020,2020,403,1.0,1014.74,4,morning
1151,5/4/2025,1154,2082,404,2.0,639.84,2,evening
1152,5/4/2025,1113,2099,403,3.0,646.32,1,afternoon
1153,5/4/2025,1105,2021,402,0.0,835.41,3,morning
1156,5/4/2025,1042,2050,401,0.0,1120.68,2,morning
1157,5/4/2025,1016,2060,401,0.0,816.76,1,evening
1158,5/4/2025,1197,2050,401,0.0,560.34,3,afternoon
1161,5/4/2025,1063,2094,403,3.0,493.35,2,evening
1162,5/4/2025,1160,2016,402,1.0,1162.87,1,afternoon
1166,5/4/2025,1161,2095,404,2.0,392.63,2,morning
1167,5/4/2025,1088,2061,402,0.0,799.68,1,evening
1168,5/4/2025,1113,2039,403,3.0,976.44,3,afternoon
1169,5/4/2025,1066,2019,403,0.0,933.93,4,morning
1170,5/4/2025,1000,2066,402,2.0,412.85,5,morning
1175,5/4/2025,1105,2071,404,3.0,615.16,5,afternoon
1176,5/4/2025,1063,2020,404,3.0,375.83,2,morning
1177,5/4/2025,1056,2033,401,3.0,836.25,1,evening
1179,5/4/2025,1166,2095,403,3.0,1472.37,4,morning
1181,5/4/2025,1074,2014,404,3.0,738.9,2,evening
1182,5/4/2025,1069,2089,404,1.0,372.17,1,afternoon
1186,5/4/2025,1186,2001,402,0.0,824.7,2,morning
1192,5/4/2025,1139,2060,402,1.0,1102.63,1,afternoon
1193,5/4/2025,1064,2048,401,0.0,715.26,3,morning
1195,5/4/2025,1197,2056,402,0.0,1049.44,5,afternoon
1197,5/4/2025,1121,2049,403,2.0,751.87,1,evening
1201,5/4/2025,1060,2081,404,2.0,1193.95,2,evening
1203,5/4/2025,1101,2031,401,0.0,1130.6,3,morning
1206,5/4/2025,1040,2063,401,2.0,883.94,2,morning
1210,5/4/2025,1142,2082,403,3.0,799.8,5,morning
1211,5/4/2025,1187,2024,401,3.0,372.81,2,evening
1212,5/4/2025,1091,2092,402,2.0,385.77,1,afternoon
1213,5/4/2025,1010,2062,404,2.0,990.98,3,morning
1214,5/4/2025,1138,2089,404,1.0,744.34,4,evening
1215,5/4/2025,1145,2023,403,2.0,1503.26,5,afternoon
1218,5/4/2025,1075,2033,403,3.0,836.25,3,afternoon
1222,5/4/2025,1048,2067,404,1.0,785.56,1,afternoon
1224,5/4/2025,1164,2041,401,0.0,804.21,4,evening
1226,5/4/2025,1033,2022,401,1.0,604.06,2,morning
1227,5/4/2025,1027,2062,402,0.0,1238.72,1,evening
1228,5/4/2025,1008,2073,404,3.0,1498.29,3,afternoon
1229,5/4/2025,1134,2079,403,0.0,950.54,4,morning
1230,5/4/2025,1093,2028,401,0.0,1275.88,5,morning
1233,5/4/2025,1142,2095,404,2.0,1177.9,3,morning
1234,5/4/2025,1181,2007,403,0.0,583.39,4,evening
1240,5/4/2025,1196,2081,403,3.0,746.22,5,morning
1243,5/4/2025,1168,2020,404,2.0,601.33,3,morning
1245,5/4/2025,1105,2097,404,2.0,673.68,5,afternoon
1246,5/4/2025,1155,2030,402,3.0,509.91,2,morning
1251,5/4/2025,1076,2028,402,2.0,1020.7,2,evening
1253,5/4/2025,1024,2004,404,2.0,1483.6,3,morning
1254,5/4/2025,1039,2017,403,2.0,370.96,4,evening
1255,5/4/2025,1149,2031,402,2.0,904.48,5,afternoon
1256,5/4/2025,1076,2011,404,1.0,737.53,2,morning
1258,5/4/2025,1044,2062,401,2.0,495.49,3,afternoon
1260,5/4/2025,1199,2007,403,2.0,1400.14,5,morning
1262,5/4/2025,1191,2083,401,3.0,768.16,1,afternoon
1263,5/4/2025,1013,2039,401,2.0,1562.3,3,morning
1264,5/4/2025,1138,2072,402,2.0,672.48,4,evening
1265,5/4/2025,1128,2089,402,1.0,744.34,5,afternoon
1267,5/4/2025,1192,2076,401,1.0,1450.93,1,evening
1268,5/4/2025,1110,2037,404,1.0,324.13,3,afternoon
1272,5/4/2025,1198,2089,402,1.0,744.34,1,afternoon
1276,5/4/2025,1082,2087,401,0.0,318.64,2,morning
1280,5/4/2025,1043,2044,404,1.0,373.64,5,morning
1282,5/4/2025,1175,2047,402,0.0,1004.94,1,afternoon
1283,5/4/2025,1028,2094,401,1.0,888.03,3,morning
1285,5/4/2025,1087,2088,401,2.0,567.48,5,afternoon
1286,5/4/2025,1115,2060,401,2.0,980.11,2,morning
1287,5/4/2025,1053,2094,402,1.0,888.03,1,evening
1290,5/4/2025,1096,2074,401,2.0,1055.2,5,morning
1291,5/4/2025,1043,2007,403,1.0,525.05,2,morning
1292,5/4/2025,1178,2079,403,0.0,950.54,1,evening
1293,5/4/2025,1119,2083,401,0.0,768.16,3,afternoon
1295,5/4/2025,1027,2002,403,3.0,866.0,5,evening
1296,5/4/2025,1059,2048,401,2.0,572.21,2,afternoon
1298,5/4/2025,1050,2064,404,0.0,1470.2,3,morning
1299,5/4/2025,1010,2031,403,2.0,1356.72,4,evening
1300,5/4/2025,1125,2050,402,0.0,373.56,5,afternoon
1301,5/4/2025,1088,2087,403,2.0,509.82,2,morning
1304,5/4/2025,1007,2071,403,1.0,553.64,4,morning
1305,5/4/2025,1038,2043,404,1.0,786.1,5,evening
1307,5/4/2025,1106,2030,402,3.0,1019.82,1,morning
1308,5/4/2025,1079,2077,403,3.0,561.83,3,morning
1309,5/4/2025,1138,2016,402,1.0,872.15,4,evening
1310,5/4/2025,1148,2069,402,1.0,418.3,5,afternoon
1311,5/4/2025,1079,2088,402,3.0,709.35,2,morning
1312,5/4/2025,1197,2018,402,2.0,867.62,1,evening
1313,5/4/2025,1017,2071,401,1.0,553.64,3,afternoon
1314,5/4/2025,1081,2018,401,2.0,867.62,4,morning
1315,5/4/2025,1105,2052,403,3.0,731.26,5,evening
1318,5/4/2025,1047,2003,403,1.0,346.66,3,morning
1323,5/4/2025,1035,2020,402,1.0,676.49,3,afternoon
1324,5/4/2025,1008,2052,401,2.0,585.01,4,morning
1325,5/4/2025,1105,2028,402,1.0,1148.29,5,evening
1327,5/4/2025,1176,2041,404,1.0,1447.58,1,morning
1328,5/4/2025,1109,2051,401,3.0,469.28,3,morning
1331,5/4/2025,1010,2031,404,0.0,1130.6,2,morning
1333,5/4/2025,1074,2056,404,2.0,839.55,3,afternoon
1334,5/4/2025,1198,2036,404,1.0,392.36,4,morning
1335,5/4/2025,1108,2037,401,1.0,648.25,5,evening
1336,5/4/2025,1118,2082,404,0.0,799.8,2,afternoon
1346,5/4/2025,1196,2021,403,1.0,751.87,2,afternoon
1347,5/4/2025,1041,2018,402,0.0,1084.52,1,morning
1350,5/4/2025,1033,2025,401,2.0,671.09,5,afternoon
1354,5/4/2025,1104,2056,401,0.0,1574.16,4,morning
1357,5/4/2025,1167,2044,401,1.0,560.47,1,morning
1359,5/4/2025,1022,2006,401,3.0,990.0,4,evening
1360,5/4/2025,1045,2020,403,1.0,1352.99,5,afternoon
1361,5/4/2025,1116,2095,403,0.0,981.58,2,morning
1362,5/4/2025,1023,2098,403,2.0,1452.58,1,evening
1363,5/4/2025,1094,2048,401,3.0,1072.89,3,afternoon
1365,5/4/2025,1034,2015,403,2.0,1079.95,5,evening
1366,5/4/2025,1134,2052,402,1.0,1316.27,2,afternoon
1370,5/4/2025,1033,2078,404,3.0,568.04,5,afternoon
1376,5/4/2025,1163,2025,403,2.0,447.39,2,afternoon
1380,5/4/2025,1049,2042,403,3.0,670.44,5,afternoon
1382,5/4/2025,1039,2080,404,2.0,665.81,1,evening
1384,5/4/2025,1144,2092,403,0.0,1446.63,4,morning
1385,5/4/2025,1053,2073,403,2.0,1198.63,5,evening
1387,5/4/2025,1086,2048,402,3.0,1072.89,1,morning
1391,5/4/2025,1095,2057,403,1.0,786.56,2,morning
1392,5/4/2025,1134,2038,402,0.0,926.51,1,evening
1395,5/4/2025,1128,2019,402,2.0,1494.29,5,evening
1397,5/4/2025,1036,2098,401,1.0,817.07,1,morning
1399,5/4/2025,1099,2091,401,0.0,905.79,4,evening
1401,5/4/2025,1119,2005,401,2.0,686.05,2,morning
1406,5/4/2025,1040,2035,401,0.0,899.99,2,afternoon
1411,5/4/2025,1138,2056,401,1.0,944.5,2,morning
1412,5/4/2025,1007,2060,401,0.0,816.76,1,evening
1413,5/4/2025,1098,2006,401,3.0,990.0,3,afternoon
1417,5/4/2025,1023,2089,404,0.0,413.52,1,morning
1419,5/4/2025,1059,2028,402,2.0,1531.06,4,evening
1422,5/4/2025,1016,2060,401,2.0,653.41,1,evening
1423,5/4/2025,1122,2059,402,2.0,1228.92,3,afternoon
1426,5/4/2025,1142,2083,401,2.0,1229.06,2,afternoon
1429,5/4/2025,1123,2049,401,2.0,751.87,4,evening
1430,5/4/2025,1053,2088,404,3.0,709.35,5,afternoon
1431,5/4/2025,1145,2043,402,1.0,1572.21,2,morning
1432,5/4/2025,1169,2085,401,3.0,1210.75,1,evening
1433,5/4/2025,1029,2075,404,2.0,1249.02,3,afternoon
1436,5/4/2025,1175,2076,404,2.0,1289.71,2,afternoon
1437,5/4/2025,1126,2082,401,0.0,1066.4,1,morning
1439,5/4/2025,1169,2019,404,2.0,747.14,4,evening
1440,5/4/2025,1099,2078,404,1.0,383.43,5,afternoon
1443,5/4/2025,1183,2044,401,0.0,1037.9,3,afternoon
1444,5/4/2025,1156,2065,404,1.0,423.31,4,morning
1445,5/4/2025,1075,2007,403,0.0,1166.78,5,evening
1449,5/4/2025,1182,2048,404,3.0,357.63,4,evening
1450,5/4/2025,1111,2069,402,1.0,836.6,5,afternoon
1452,5/4/2025,1092,2053,402,2.0,1464.36,1,evening
1453,5/4/2025,1171,2016,402,0.0,646.04,3,afternoon
1456,5/4/2025,1021,2017,404,3.0,463.7,2,afternoon
1457,5/4/2025,1178,2077,404,1.0,505.65,1,morning
1458,5/4/2025,1116,2065,404,3.0,470.34,3,morning
1461,5/4/2025,1187,2030,403,3.0,509.91,2,morning
1462,5/4/2025,1139,2073,403,0.0,499.43,1,evening
1467,5/4/2025,1120,2080,401,2.0,665.81,1,morning
1472,5/4/2025,1015,2080,404,1.0,749.03,1,evening
1473,5/4/2025,1146,2006,403,0.0,792.0,3,afternoon
1474,5/4/2025,1073,2062,401,1.0,1114.85,4,morning
1476,5/4/2025,1033,2078,403,2.0,340.82,2,afternoon
1477,5/4/2025,1065,2001,401,1.0,371.12,1,morning
1478,5/4/2025,1151,2094,402,3.0,493.35,3,morning
1481,5/4/2025,1021,2018,402,3.0,542.26,2,morning
1483,5/4/2025,1169,2056,402,1.0,944.5,3,afternoon
1485,5/4/2025,1164,2033,401,0.0,836.25,5,evening
1490,5/4/2025,1073,2057,404,2.0,349.58,5,afternoon
1491,5/4/2025,1135,2087,401,0.0,318.64,2,morning
1493,5/4/2025,1156,2083,403,2.0,1229.06,3,afternoon
1497,5/4/2025,1133,2043,402,2.0,1397.52,1,morning
1498,5/4/2025,1140,2001,401,0.0,1237.05,3,morning
1499,5/4/2025,1003,2052,401,0.0,731.26,4,evening
1500,5/4/2025,1175,2057,403,1.0,1179.85,5,afternoon
1501,5/4/2025,1185,2036,403,1.0,980.91,2,morning
1504,5/4/2025,1181,2015,401,1.0,1214.95,4,morning
1506,5/4/2025,1178,2023,403,2.0,1503.26,2,afternoon
1508,5/4/2025,1070,2098,404,2.0,1452.58,3,morning
1509,5/4/2025,1065,2020,401,2.0,300.66,4,evening
1511,5/4/2025,1085,2007,403,2.0,933.42,2,morning
1513,5/4/2025,1051,2078,404,1.0,383.43,3,afternoon
1514,5/4/2025,1165,2062,401,1.0,557.42,4,morning
1515,5/4/2025,1138,2098,404,1.0,817.07,5,evening
1516,5/4/2025,1157,2082,401,3.0,1066.4,2,afternoon
1519,5/4/2025,1004,2063,402,0.0,552.46,4,evening
1521,5/4/2025,1038,2089,403,3.0,1240.56,2,morning
1525,5/4/2025,1145,2068,403,2.0,656.19,5,evening
1531,5/4/2025,1169,2024,403,3.0,621.35,2,morning
1537,5/4/2025,1136,2057,401,0.0,1310.94,1,morning
1541,5/4/2025,1018,2004,402,3.0,927.25,2,morning
1542,5/4/2025,1167,2002,404,0.0,866.0,1,evening
1544,5/4/2025,1044,2080,401,2.0,665.81,4,morning
1546,5/4/2025,1027,2014,404,1.0,443.34,2,afternoon
1547,5/4/2025,1016,2025,404,2.0,671.09,1,morning
1549,5/4/2025,1030,2087,402,2.0,382.37,4,morning
1553,5/4/2025,1178,2047,402,3.0,1004.94,3,evening
1554,5/4/2025,1062,2074,401,1.0,1187.1,4,afternoon
1557,5/4/2025,1001,2022,401,2.0,536.94,1,evening
1558,5/4/2025,1106,2088,404,1.0,1276.83,3,afternoon
1560,5/4/2025,1105,2030,402,0.0,339.94,5,evening
1564,5/4/2025,1030,2067,401,2.0,465.52,4,afternoon
1565,5/4/2025,1194,2069,402,3.0,929.56,5,morning
1566,5/4/2025,1197,2080,402,2.0,1331.62,2,morning
1567,5/4/2025,1013,2024,401,1.0,335.53,1,evening
1568,5/4/2025,1175,2060,404,1.0,735.08,3,afternoon
1569,5/4/2025,1040,2085,401,0.0,484.3,4,morning
1573,5/4/2025,1040,2003,404,0.0,385.18,3,evening
1575,5/4/2025,1107,2025,403,1.0,754.97,5,morning
1580,5/4/2025,1037,2027,404,1.0,465.5,5,evening
1584,5/4/2025,1177,2072,401,2.0,672.48,4,afternoon
1585,5/4/2025,1034,2014,404,3.0,985.2,5,morning
1586,5/4/2025,1107,2021,403,1.0,751.87,2,morning
1589,5/4/2025,1105,2066,404,1.0,928.91,4,morning
1590,5/4/2025,1151,2060,404,2.0,653.41,5,evening
1591,5/4/2025,1003,2093,404,1.0,680.35,2,afternoon
1593,5/4/2025,1151,2019,401,3.0,933.93,3,evening
1594,5/4/2025,1011,2005,404,0.0,428.78,4,afternoon
1596,5/4/2025,1178,2012,404,3.0,623.19,2,morning
1597,5/4/2025,1061,2010,401,3.0,389.2,1,evening
1601,5/4/2025,1180,2058,401,3.0,666.75,2,afternoon
1602,5/4/2025,1118,2098,402,3.0,907.86,1,morning
1603,5/4/2025,1047,2047,404,0.0,334.98,3,evening
1607,5/4/2025,1158,2042,401,2.0,402.26,1,evening
1610,5/4/2025,1093,2022,401,1.0,604.06,5,evening
1611,5/4/2025,1035,2042,402,0.0,335.22,2,afternoon
1613,5/4/2025,1082,2045,403,3.0,312.14,3,evening
1614,5/4/2025,1070,2006,401,2.0,633.6,4,afternoon
1615,5/4/2025,1088,2057,404,0.0,436.98,5,morning
1617,5/4/2025,1158,2047,401,1.0,904.45,1,evening
1620,5/4/2025,1042,2035,401,1.0,809.99,5,evening
1621,5/4/2025,1127,2019,402,0.0,933.93,2,afternoon
1623,5/4/2025,1088,2053,404,0.0,610.15,3,evening
1626,5/4/2025,1148,2043,403,3.0,873.45,2,morning
1627,5/4/2025,1151,2085,404,3.0,726.45,1,evening
1628,5/4/2025,1077,2072,402,2.0,1008.72,3,afternoon
1629,5/4/2025,1043,2033,402,3.0,836.25,4,morning
1630,5/4/2025,1095,2036,401,1.0,392.36,5,evening
1631,5/4/2025,1090,2036,404,1.0,588.55,2,afternoon
1632,5/4/2025,1158,2020,403,1.0,676.49,1,morning
1634,5/4/2025,1060,2014,401,2.0,591.12,4,afternoon
1635,5/4/2025,1147,2016,404,2.0,516.83,5,morning
1638,5/4/2025,1095,2057,402,2.0,349.58,3,afternoon
1640,5/4/2025,1196,2018,404,2.0,433.81,5,evening
1641,5/4/2025,1039,2000,403,2.0,775.45,2,afternoon
1642,5/4/2025,1121,2037,402,3.0,1080.42,1,morning
1644,5/4/2025,1010,2017,401,2.0,1112.88,4,afternoon
1645,5/4/2025,1006,2051,402,3.0,351.96,5,morning
1646,5/4/2025,1091,2011,403,0.0,819.48,2,morning
1647,5/4/2025,1155,2082,402,1.0,959.76,1,evening
1648,5/4/2025,1005,2098,403,1.0,817.07,3,afternoon
1650,5/4/2025,1131,2050,402,3.0,747.12,5,evening
1652,5/4/2025,1101,2018,404,2.0,867.62,1,morning
1653,5/4/2025,1098,2047,401,2.0,1071.94,3,evening
1654,5/4/2025,1088,2044,403,3.0,830.32,4,afternoon
1655,5/4/2025,1143,2011,402,3.0,1229.22,5,morning
1656,5/4/2025,1189,2053,404,2.0,1464.36,2,morning
1658,5/4/2025,1035,2075,401,1.0,1405.15,3,afternoon
1661,5/4/2025,1001,2052,403,3.0,731.26,2,afternoon
1662,5/4/2025,1044,2071,404,1.0,553.64,1,morning
1664,5/4/2025,1141,2062,401,2.0,1486.46,4,afternoon
1665,5/4/2025,1149,2038,404,3.0,926.51,5,morning
1667,5/4/2025,1067,2038,404,0.0,926.51,1,evening
1673,5/4/2025,1177,2015,403,0.0,674.97,3,evening
1674,5/4/2025,1066,2020,401,1.0,1014.74,4,afternoon
1675,5/4/2025,1081,2059,402,2.0,409.64,5,morning
1676,5/4/2025,1041,2006,403,2.0,475.2,2,morning
1679,5/4/2025,1196,2080,402,0.0,832.26,4,morning
1680,5/4/2025,1153,2096,402,2.0,1075.49,5,evening
1683,5/4/2025,1136,2074,403,1.0,593.55,3,evening
1684,5/4/2025,1003,2017,403,2.0,1112.88,4,afternoon
1685,5/4/2025,1199,2062,404,2.0,990.98,5,morning
1688,5/4/2025,1106,2058,401,0.0,1333.5,3,afternoon
1689,5/4/2025,1033,2002,404,2.0,1385.6,4,morning
1693,5/4/2025,1056,2016,402,1.0,872.15,3,evening
1694,5/4/2025,1078,2016,402,1.0,872.15,4,afternoon
1697,5/4/2025,1010,2025,401,0.0,559.24,1,evening
1698,5/4/2025,1168,2065,401,3.0,1411.02,3,afternoon
1699,5/4/2025,1030,2032,401,0.0,945.6,4,morning
1704,5/4/2025,1090,2020,402,0.0,751.66,4,afternoon
1705,5/4/2025,1025,2074,401,1.0,593.55,5,morning
1706,5/4/2025,1183,2024,403,1.0,335.53,2,morning
1707,5/4/2025,1193,2068,401,0.0,820.24,1,evening
1711,5/4/2025,1097,2054,402,1.0,810.46,2,afternoon
1713,5/4/2025,1119,2014,402,3.0,1231.5,3,evening
1721,5/4/2025,1101,2056,401,0.0,524.72,2,afternoon
1722,5/4/2025,1036,2050,404,0.0,747.12,1,morning
1723,5/4/2025,1189,2021,401,2.0,1336.66,3,evening
1724,5/4/2025,1050,2043,402,3.0,873.45,4,afternoon
1727,5/4/2025,1091,2060,404,3.0,1225.14,1,evening
1728,5/4/2025,1130,2035,402,3.0,899.99,3,afternoon
1735,5/4/2025,1169,2096,404,3.0,672.18,5,morning
1739,5/4/2025,1098,2057,403,3.0,1310.94,4,morning
1747,5/4/2025,1157,2086,403,2.0,1430.56,1,evening
1752,5/4/2025,1105,2044,401,1.0,373.64,1,morning
1753,5/4/2025,1063,2030,403,0.0,509.91,3,evening
1758,5/4/2025,1081,2048,404,2.0,572.21,3,afternoon
1759,5/4/2025,1146,2012,404,0.0,623.19,4,morning
1760,5/4/2025,1176,2086,402,2.0,1430.56,5,evening
1761,5/4/2025,1127,2064,403,1.0,529.27,2,afternoon
1764,5/4/2025,1073,2033,401,2.0,1338.0,4,afternoon
1768,5/4/2025,1053,2044,401,2.0,332.13,3,afternoon
1770,5/4/2025,1051,2053,404,2.0,488.12,5,evening
1773,5/4/2025,1054,2084,404,2.0,901.92,3,evening
1775,5/4/2025,1133,2025,403,3.0,838.86,5,morning
1777,5/4/2025,1111,2052,403,0.0,731.26,1,evening
1780,5/4/2025,1175,2076,402,3.0,806.07,5,evening
1781,5/4/2025,1061,2014,402,1.0,665.01,2,afternoon
1791,5/4/2025,1146,2094,401,2.0,789.36,2,afternoon
1792,5/4/2025,1127,2011,402,0.0,409.74,1,morning
1795,5/4/2025,1055,2018,401,1.0,488.03,5,morning
1796,5/4/2025,1054,2035,404,3.0,899.99,2,morning
1801,5/4/2025,1183,2047,403,0.0,1004.94,2,afternoon
1803,5/4/2025,1176,2085,402,2.0,581.16,3,evening
1804,5/4/2025,1141,2049,403,2.0,1503.74,4,afternoon
1805,5/4/2025,1175,2015,402,3.0,674.97,5,morning
1807,5/4/2025,1077,2011,402,2.0,655.58,1,morning
1808,5/4/2025,1053,2020,404,2.0,601.33,3,evening
1809,5/4/2025,1196,2082,404,0.0,533.2,4,afternoon
